"Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","Check Content","Fix Text","CCI","NIST SP 800-53 Revision 4 References","Legacy",
"V-226635","medium","SRG-OS-000480","SV-226635r505925_rule","GEN003252","The at.deny file must have mode 0600 or less permissive.","The at daemon control files restrict access to scheduled job manipulation and must be protected.  Unauthorized modification of the at.deny file could result in Denial of Service to authorized at users or provide unauthorized users with the ability to run at jobs.","Check the permissions of the file.
# ls -lL /etc/cron.d/at.deny
If the file has a mode more permissive than 0600, this is a finding.","Change the mode of the file.
# chmod 0600 /etc/cron.d/at.deny","CCI-000366","CM-6 b","V-22392; SV-26556",
"V-226857","medium","SRG-OS-000480","SV-226857r505925_rule","GEN003255","The at.deny file must not have an extended ACL.","The ""at"" daemon control files restrict access to scheduled job manipulation and must be protected.  Unauthorized modification of the at.deny file could result in Denial of Service to authorized ""at"" users or provide unauthorized users with the ability to run ""at"" jobs.","Check the permissions of the file.
# ls -lL /etc/cron.d/at.deny
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/cron.d/at.deny","CCI-000366","CM-6 b","V-22393; SV-26560",
"V-226858","medium","SRG-OS-000480","SV-226858r505925_rule","GEN003260","The cron.deny file must be owned by root, bin, or sys.","Cron daemon control files restrict the scheduling of automated tasks and must be protected.","Check the ownership of the cron.deny file.

# ls -lL /etc/cron.d/cron.deny
If the cron.deny file is not owned by root, sys, or bin, this is a finding.","Change the ownership of the cron.deny file to root, sys, or bin.

# chown root /etc/cron.d/cron.deny
","CCI-000366","CM-6 b","V-4430; SV-27371",
"V-226859","medium","SRG-OS-000480","SV-226859r505925_rule","GEN003270","The cron.deny file must be group-owned by root, bin, or sys.","Cron daemon control files restrict the scheduling of automated tasks and must be protected.  Unauthorized modification of the cron.deny file could result in Denial of Service to authorized cron users or could provide unauthorized users with the ability to run cron jobs.","Check the group ownership of the file.

Procedure:
# ls -lL /etc/cron.d/cron.deny

If the file is not group-owned by root, bin, or sys,  this is a finding.","Change the group ownership of the file to root, sys, or bin.

Procedure:
# chgrp root /etc/cron.d/cron.deny","CCI-000366","CM-6 b","V-22394; SV-26563",
"V-226860","medium","SRG-OS-000312","SV-226860r505925_rule","GEN003280","Access to the at utility must be controlled via the at.allow and/or at.deny file(s).","The at facility selectively allows users to execute jobs at deferred times.  It is usually used for one-time jobs. The at.allow file selectively allows access to the at facility.  If there is no at.allow file, there is no ready documentation of who is allowed to submit at jobs.","Check for the existence of at.allow and at.deny files.
# ls -lL /etc/cron.d/at.allow
# ls -lL /etc/cron.d/at.deny
If neither file exists, this is a finding.
","Create at.allow and/or at.deny files containing appropriate lists of users to be allowed or denied access to the ""at"" daemon.   ","CCI-002165","AC-3 (4)","V-984; SV-27376",
"V-226861","medium","SRG-OS-000480","SV-226861r505925_rule","GEN003300","The at.deny file must not be empty if it exists.","On some systems, if there is no at.allow file and there is an empty at.deny file, then the system assumes everyone has permission to use the at facility.  This could create an insecure setting in the case of malicious users or system intruders.","# more /etc/cron.d/at.deny
If the at.deny file exists and is empty, this is a finding.","Add appropriate users to the at.deny file, or remove the empty at.deny file if an at.allow file exists.","CCI-000366","CM-6 b","V-985; SV-27380",
"V-226862","medium","SRG-OS-000480","SV-226862r505925_rule","GEN003320","Default system accounts (with the exception of root) must not be listed in the at.allow file or must be included in the at.deny file if the at.allow file does not exist.","Default accounts, such as bin, sys, adm, uucp, daemon, and others, should never have access to the at facility.  This would create a possible vulnerability open to intruders or malicious users.","# more /etc/cron.d/at.allow
If default accounts (such as bin, sys, adm, and others) are listed in the at.allow file, this is a finding.
","Remove the default accounts (such as bin, sys, adm, and others) from the at.allow file.","CCI-000366","CM-6 b","V-986; SV-27384",
"V-226863","medium","SRG-OS-000312","SV-226863r505925_rule","GEN003340","The at.allow file must have mode 0600 or less permissive.","Permissions more permissive than 0600 (read and write for the owner) may allow unauthorized or malicious access to the at.allow and/or at.deny files.","Check the mode of the at.allow file.
# ls -lL /etc/cron.d/at.allow
If the at.allow file has a mode more permissive than 0600, this is a finding.","Change the mode of the at.allow file.
# chmod 0600 /etc/cron.d/at.allow","CCI-002165","AC-3 (4)","V-987; SV-27388",
"V-226864","medium","SRG-OS-000480","SV-226864r505925_rule","GEN003360","The ""at"" daemon must not execute group-writable or world-writable programs.","If the ""at"" facility executes world-writable or group-writable programs, it is possible for the programs to be accidentally or maliciously changed or replaced without the owner's intent or knowledge.  This would cause a system security breach.","List the ""at"" jobs on the system.
Procedure:
# ls -la /var/spool/cron/atjobs

For each ""at"" job file, determine which programs are executed.
Procedure:
# more <at job file>

Check each program executed by ""at"" for group- or world-writable permissions.
Procedure:
# ls -la <at program file>

If ""at"" executes group- or world-writable programs, this is a finding.","Remove group-write and world-write permissions from files executed by ""at"" jobs.
Procedure:
# chmod go-w <file>","CCI-000366","CM-6 b","V-988; SV-40411",
"V-226865","medium","SRG-OS-000480","SV-226865r505925_rule","GEN003380","The ""at"" daemon must not execute programs in, or subordinate to, world-writable directories.","If ""at"" programs are located in or subordinate to world-writable directories, they become vulnerable to removal and replacement by malicious users or system intruders.","List any ""at"" jobs on the system.
Procedure:
# ls /var/spool/cron/atjobs

For each ""at"" job, determine which programs are executed.
Procedure:
# more <at job file>

Check the directory containing each program executed by ""at"" for world-writable permissions.
Procedure:
# ls -la <at program file directory>

If ""at"" executes programs in world-writable directories, this is a finding.","Remove the world-writable permission from directories containing programs executed by ""at"".

Procedure:
# chmod o-w <at program directory>","CCI-000366","CM-6 b","V-989; SV-40412",
"V-226866","medium","SRG-OS-000312","SV-226866r505925_rule","GEN003400","The ""at"" directory must have mode 0755 or less permissive.","If the ""at"" directory has a mode more permissive than 0755, unauthorized users could be allowed to view or to edit files containing sensitive information within the ""at"" directory.  Unauthorized modifications could result in Denial of Service to authorized ""at"" jobs.","Check the mode of the ""at"" directory.

Procedure:
# ls -ld /var/spool/cron/atjobs

If the directory mode is more permissive than 0755, this is a finding.","Change the mode of the ""at"" directory to 0755.

Procedure:
# chmod 0755 < at directory >   ","CCI-002165","AC-3 (4)","V-4364; SV-40391",
