"Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","IA Controls","Check Content","Fix Text","False Positives","False Negatives","Documentable","Mitigations","Potential Impact","Third Party Tools","Mitigation Control","Responsibility","Severity Override Guidance","Check Content Reference","Classification","STIG","VMS Asset Posture","CCI",
"V-22497","medium","GEN006150","SV-26824r2_rule","GEN006150","The smb.conf file must not have an extended ACL.","Excessive permissions could endanger the security of the Samba configuration file and, ultimately, the system and network.","","Check the group ownership of the Samba configuration file. Default locations for this file include /etc, /etc/sfw, /etc/samba, and /etc/sfw/samba.  If the system has Samba installed in non-standard locations, also check the smb.conf in those locations.

Procedure:
# ls -lL /etc/smb.conf /etc/sfw/smb.conf /etc/samba/smb.conf /etc/sfw/samba/smb.conf
If the permissions include a ""+"", the file has an extended ACL and this is a finding.
","Remove the extended ACL from the file.
# chmod A- /etc/smb.conf /etc/sfw/smb.conf /etc/samba/smb.conf /etc/sfw/samba/smb.conf
","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22498","medium","GEN006210","SV-26828r1_rule","GEN006210","The smbpasswd file must not have an extended ACL.","If the permissions of the smbpasswd file are too permissive, the smbpasswd file may be maliciously accessed or modified, potentially resulting in the compromise of Samba accounts.","ECLP-1","Check the group ownership of the Samba configuration file.
# ls -lL /etc/sfw/private/smbpasswd
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/sfw/private/smbpasswd","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22499","medium","GEN006225","SV-40295r2_rule","GEN006225","Samba must be configured to use an authentication mechanism other than ""share.""","Samba share authentication does not provide for individual user identification and must not be used.","","Check the security mode of the Samba configuration. Default locations for this file include /etc, /etc/sfw, /etc/samba, and /etc/sfw/samba.  If the system has Samba installed in non-standard locations, also check the smb.conf in those locations.

Procedure:
# grep -i security /etc/smb.conf /etc/sfw/smb.conf /etc/samba/smb.conf /etc/sfw/samba/smb.conf
If the security mode is share, this is a finding.
","Edit the smb.conf file and change the security setting to user or another valid setting other than share. ","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22500","medium","GEN006230","SV-40296r2_rule","GEN006230","Samba must be configured to use encrypted passwords.","Samba must be configured to protect authenticators.  If Samba passwords are not encrypted for storage, plain-text user passwords may be read by those with access to the Samba password file.","","Check the encryption setting of the Samba configuration.

Procedure:
# grep -i 'encrypt passwords' /etc/smb.conf /etc/sfw/smb.conf /etc/samba/smb.conf /etc/sfw/samba/smb.conf
If the setting is not present, or not set to yes, this is a finding.
","Edit the smb.conf file and change the encrypt passwords setting to yes.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22501","medium","GEN006235","SV-40297r2_rule","GEN006235","Samba must be configured to not allow guest access to shares.","Guest access to shares permits anonymous access and is not permitted.","","Check the encryption setting for the Samba configuration. Default locations for this file include /etc, /etc/sfw, /etc/samba, and /etc/sfw/samba.  If the system has Samba installed in non-standard locations, also check the smb.conf in those locations.

Procedure:
# grep -i 'guest ok' /etc/smb.conf /etc/sfw/smb.conf /etc/samba/smb.conf /etc/sfw/samba/smb.conf
If the setting exists and is set to yes, this is a finding.
","Edit the smb.conf file and change the guest ok setting to no.   ","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22502","medium","GEN006270","SV-26835r1_rule","GEN006270","The /etc/news/hosts.nntp file must not have an extended ACL.","File system extended ACLs provide access to files beyond what is allowed by the mode numbers of the files.  Excessive permissions on the hosts.nntp file may allow unauthorized modification which could lead to Denial of Service to authorized users or provide access to unauthorized users.","ECLP-1","Check the permissions of the file.
# ls -lL /etc/news/hosts.nntp
If the permissions include a ""+"", the file has an extended ACL, this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/news/hosts.nntp","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22503","medium","GEN006290","SV-26842r1_rule","GEN006290","The /etc/news/hosts.nntp.nolimit file must not have an extended ACL.","File system extended ACLs provide access to files beyond what is allowed by the mode numbers of the files.  Excessive permissions on the hosts.nntp.nolimit file may allow unauthorized modification which could lead to Denial of Service to authorized users or provide access to unauthorized users.","ECLP-1","Check the permissions of the file.
# ls -lL /etc/news/hosts.nntp.nolimit
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/news/hosts.nntp.nolimit","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22504","medium","GEN006310","SV-26846r1_rule","GEN006310","The /etc/news/nnrp.access file must not have an extended ACL.","File system extended ACLs provide access to files beyond what is allowed by the mode numbers of the files.  Excessive permissions on the nnrp.access file may allow unauthorized modification which could lead to Denial of Service to authorized users or provide access to unauthorized users.","ECLP-1","Check the permissions of the file.
# ls -lL /etc/news/nnrp.access
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/news/nnrp.access","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22505","medium","GEN006330","SV-26850r1_rule","GEN006330","The /etc/news/passwd.nntp file must not have an extended ACL.","Extended ACLs may provide excessive permissions on the  /etc/news/passwd.nntp file, which may permit unauthorized  access or modification to the NNTP configuration.","ECLP-1","Check the permissions of the file.
# ls -lL /etc/news/passwd.nntp
If the permissions include a ""+"", the file has an extended ACL, this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/news/passwd.nntp","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22506","medium","GEN006565","SV-26857r1_rule","GEN006565","The system package management tool must be used to verify system software periodically.","Verification using the system package management tool can be used to determine that system software has not been tampered with.

This requirement is not applicable to systems not using package management tools.","ECAT-1","Check the root crontab (crontab -l) for the presence of a package check command, such as, pkgchk -n.

If no such cron job is found, this is a finding.","Add a cron job to run a package verification command, such as, pkgchk -n.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

CCI-000698
The organization requires the developer of the information system, system component, or information system service to enable integrity verification of software and firmware components.
NIST SP 800-53 :: SA-10 (1)
NIST SP 800-53A :: SA-10 (1).1
NIST SP 800-53 Revision 4 :: SA-10 (1)

",
